Pic\Features,s-ASM,s-CON,s-COR,s-VAR,s-IDM,s-SAV,s-SEN,s-SVA,s-ENT,s-DEN,s-DVA,s-DIS,s-CLS,s-CLP,s-MIP,s-MAP,s-MEA,s-IMIN,s-IMAX,s-IMEA,p-ASM,p-CON,p-COR,p-VAR,p-IDM,p-SAV,p-SEN,p-SVA,p-ENT,p-DEN,p-DVA,p-DIS,p-CLS,p-CLP,p-MIP,p-MAP,p-MEA,P-IMIN,P-IMAX,P-IMEA
2015040118495300146-.bmp,0.003610414,27.38852047,0.988373471,1177.845998,0.279217776,57.33887259,4.88186908,7435.732688,6.912649683,2.373919373,8.46E-05,3.633101852,551875.0275,1.31E+08,0,0.020008477,28.66943629,0,0,0,0.002171148,43.99156234,0.937747252,353.3302842,0.19293803,39.75402973,4.620505212,2603.69412,6.94223621,2.664023421,6.92E-05,5.096726656,140708.7124,3.28E+07,0,0.019323813,19.87701487,0,0,0
2015040118495300148-.bmp,0.002459854,17.83067945,0.969801842,295.2279268,0.272647389,38.17353938,4.534887786,2294.639909,6.576413837,2.223917107,8.77E-05,3.204147105,109934.3988,2.29E+07,0,0.00904734,19.08676969,0,0,0,0.003291397,20.43936489,0.976335131,431.8503698,0.267146549,38.49074074,4.580566319,2856.862044,6.59190565,2.286462426,8.50E-05,3.391549296,184466.5846,4.13E+07,0,0.019434664,19.24537037,0,0,0
2015040118495300150-.bmp,0.004059262,13.94151343,0.991425749,812.9872609,0.33264892,44.5251728,4.670878915,4826.372271,6.479071523,2.079594803,9.68E-05,2.665933099,477438.7003,1.19E+08,0,0.014074726,22.2625864,0,0,0,0.027294942,737.1986535,0.469872526,695.3031961,0.184142537,47.47991328,3.533930758,3975.26351,4.959400221,2.817660975,6.91E-05,20.04358698,172775.8223,3.51E+07,0,0.137946661,23.73995664,0,0,0
2015040118495300152-.bmp,0.002147467,26.42975026,0.985720637,925.452699,0.274158312,57.84401734,5.0065093,6467.183302,7.090376367,2.363847911,8.47E-05,3.614557251,407075.854,9.18E+07,0,0.010762259,28.92200867,0,0,0,0.010421105,479.5711463,0.700092474,799.531698,0.138786427,58.57026604,4.213034969,5673.264215,5.95947309,3.074301057,5.93E-05,16.5363915,233462.8711,5.39E+07,0,0.080937011,29.28513302,0,0,0
2015040118495300153-.bmp,0.011118219,6.9256488,0.995560295,779.9671648,0.492672366,36.44365219,4.368397664,4141.764963,5.654855968,1.679066884,1.22E-04,1.645399713,548609.484,1.42E+08,0,0.03944314,18.2218261,0,0,0,0.00775385,29.13057512,0.959755164,361.9169309,0.247948054,24.45766171,4.018217894,1836.308012,5.985818664,2.466105001,7.69E-05,4.047574335,274291.9563,8.31E+07,0,0.048197053,12.22883086,0,0,0
2015040118495300154-.bmp,0.004196384,13.28627413,0.991167072,752.0877876,0.373029086,49.51544731,4.822290782,4992.543117,6.523241433,2.026655208,1.02E-04,2.469861763,312151.9384,6.71E+07,0,0.016510172,24.75772366,0,0,0,0.006856583,16.76860981,0.990871571,918.4827761,0.312377262,37.0364567,4.30262114,4728.666485,6.123103483,2.161565108,9.24E-05,2.913478091,677035.1372,1.80E+08,0,0.02748109,18.51822835,0,0,0
2015040118495300156-.bmp,0.009859051,7.829111242,0.992896867,551.1027043,0.462106866,33.79613002,4.359954415,3063.07014,5.746283414,1.75747449,1.16E-04,1.801359546,373469.0252,1.04E+08,0,0.036825117,16.89806501,0,0,0,0.001091529,75.55458725,0.963589341,1037.533906,0.153692995,63.50274844,5.10403495,7484.990774,7.743493439,2.917528981,6.09E-05,6.649559859,487545.5149,1.13E+08,0,0.012796688,31.75137422,0,0,0
2015040118495300157-.bmp,0.002019824,31.20047926,0.986221872,1132.246665,0.264299585,58.17945683,4.987260869,7327.195892,7.129862176,2.427641125,8.26E-05,3.87122783,681301.5019,1.75E+08,0,0.008460485,29.08972842,0,0,0,0.018932741,7.734575509,0.989369804,363.8021229,0.41326218,17.63765975,3.421587868,1649.570616,4.857071156,1.793267324,1.10E-04,1.92877217,318100.8283,9.34E+07,0,0.053733046,8.818829877,0,0,0
2015040118495300158-.bmp,0.032728985,2.461039384,0.994935477,242.9685069,0.627121597,18.82856677,3.647885178,1199.866082,4.484233084,1.261362763,1.45E-04,0.954297079,149083.1719,3.90E+07,0,0.106161972,9.414283385,0,0,0,0.034072649,737.6010987,0.345511344,563.4941811,0.198491288,41.16599178,3.318360171,2948.818844,4.629990625,2.736046665,7.19E-05,19.9641921,118657.3023,2.23E+07,0,0.154362285,20.58299589,0,0,0
2015040118495300159-.bmp,0.02569352,3.017292645,0.995845192,363.108516,0.59275022,22.58918884,3.842649543,1800.849507,4.787380556,1.362398473,1.38E-04,1.088621544,261732.7487,7.77E+07,0,0.08900952,11.29459442,0,0,0,0.008703058,321.1987187,0.811752953,853.1308279,0.132444446,51.0523898,4.261395968,5280.721697,6.014161479,3.067558068,5.88E-05,13.63812924,410855.8801,9.38E+07,0,0.066099374,25.5261949,0,0,0
2015040118495300160-.bmp,0.014740369,8.186893584,0.99188104,504.1836652,0.46749916,29.51984872,4.134327613,2652.972449,5.489607948,1.748829485,1.17E-04,1.792312207,298596.64,7.00E+07,0,0.050120631,14.75992436,0,0,0,0.002670216,29.24804056,0.974443032,572.2126484,0.240748599,46.29949465,4.778049786,3983.632937,6.948988652,2.45629972,7.83E-05,4.026757303,281182.2931,7.13E+07,0,0.026134585,23.14974733,0,0,0
2015040118495300161-.bmp,0.005124404,18.17309598,0.98986868,896.8770153,0.335104661,40.1932903,4.500727095,4843.294033,6.310299614,2.132193608,9.63E-05,2.825456442,646482.6803,1.69E+08,0,0.01616458,20.09664515,0,0,0,0.008310598,78.47979591,0.899338504,389.8203344,0.191005066,30.59671688,4.275026333,2173.632935,6.271567767,2.924950553,6.11E-05,6.647864502,200792.6059,4.57E+07,0,0.068127282,15.29835844,0,0,0
